customerID,tenure,MonthlyCharges,TotalCharges,RFM_Score,Segment,CLV_Enhanced,CLV_Tier,Churn
8089-UZWLX,71,104.05,7413.55,11,Champions,6795.75,Premium,No
0080-OROZO,35,99.25,3532.0,10,Champions,2943.33,High Value,No
3916-NRPAP,3,85.7,256.75,6,At Risk,128.38,Low Value,No
6807-SIWJI,38,104.85,3887.25,11,Champions,3563.31,Premium,No
8221-HVAYI,35,69.15,2490.15,9,Loyal Customers,1867.61,High Value,No
1579-KLYDT,7,90.45,593.45,8,Loyal Customers,395.63,Medium Value,Yes
5232-NXPAY,47,74.45,3510.3,9,Loyal Customers,2632.73,High Value,No
8967-SZQAS,14,50.45,765.45,6,At Risk,382.72,Medium Value,No
4468-KAZHE,20,60.0,1259.35,6,At Risk,629.67,Medium Value,No
0455-ENTCR,66,85.25,5538.35,11,Champions,5076.82,Premium,No
8944-AILEF,15,19.45,340.85,4,Inactive,113.62,Low Value,No
5542-NKVRU,42,20.75,844.45,5,Inactive,351.85,Medium Value,No
7126-RBHSD,17,78.9,1348.95,7,At Risk,786.89,Medium Value,No
5370-IIVVL,37,104.5,3778.0,11,Champions,3463.17,Premium,No
6789-HJBWG,12,49.4,611.65,6,At Risk,305.82,Medium Value,No
3927-NLNRY,53,94.25,4867.95,10,Champions,4056.62,Premium,Yes
9087-EYCPR,60,25.0,1505.05,7,At Risk,877.95,High Value,No
6791-YBNAK,18,25.55,467.85,4,Inactive,155.95,Low Value,No
6358-LYNGM,1,74.9,74.9,6,At Risk,37.45,Low Value,Yes
6077-BDPXA,3,70.15,194.2,4,Inactive,64.73,Low Value,No
0013-MHZWF,9,69.4,571.45,6,At Risk,285.73,Medium Value,No
5494-HECPR,1,80.25,80.25,6,At Risk,40.12,Low Value,Yes
8268-YDIXR,56,93.15,5253.95,11,Champions,4816.12,Premium,No
9824-BEMCV,17,69.0,1149.65,5,Inactive,479.02,Medium Value,Yes
1373-ORVIZ,11,66.35,740.8,7,At Risk,432.13,Medium Value,Yes
4291-SHSBH,7,69.55,521.35,4,Inactive,173.78,Medium Value,No
6980-IMXXE,69,20.2,1412.65,6,At Risk,706.32,Medium Value,No
9866-QEVEE,19,86.0,1532.45,7,At Risk,893.93,High Value,Yes
9897-KXHCM,3,80.3,250.05,6,At Risk,125.02,Low Value,Yes
0040-HALCW,54,20.4,1090.6,5,Inactive,454.42,Medium Value,No
0784-GTUUK,62,23.75,1446.8,7,At Risk,843.97,High Value,No
7979-CORPM,24,90.55,2282.55,9,Loyal Customers,1711.91,High Value,Yes
2294-DMMUS,62,70.45,4300.45,10,Champions,3583.71,Premium,No
0872-JCPIB,17,65.75,1111.2,7,At Risk,648.2,Medium Value,No
3055-MJDSB,9,24.6,190.1,3,Inactive,47.52,Low Value,No
9091-WTUUY,64,69.25,4447.75,9,Loyal Customers,3335.81,Premium,No
1618-CFHME,2,75.9,143.35,6,At Risk,71.68,Low Value,Yes
3165-HDOEW,1,45.85,45.85,4,Inactive,15.28,Low Value,Yes
6581-NQCBA,16,49.95,810.2,6,At Risk,405.1,Medium Value,Yes
7115-IRDHS,72,24.65,1830.05,7,At Risk,1067.53,High Value,No
8496-DMZUK,30,90.4,2820.65,10,Champions,2350.54,High Value,No
2040-VZIKE,49,100.85,4847.35,10,Champions,4039.46,Premium,No
9068-VPWQQ,61,75.35,4729.3,11,Champions,4335.19,Premium,No
0178-SZBHO,47,87.2,4017.45,9,Loyal Customers,3013.09,Premium,No
0384-RVBPI,20,64.4,1398.6,7,At Risk,815.85,High Value,No
1689-MRZQR,34,78.3,2564.3,8,Loyal Customers,1709.53,High Value,Yes
1299-AURJA,70,24.7,1685.9,7,At Risk,983.44,High Value,No
4525-VZCZG,54,105.85,5826.65,11,Champions,5341.1,Premium,No
1543-LLLFT,61,98.3,6066.55,12,Champions,6066.55,Premium,No
5835-BEQEU,3,76.95,228.4,6,At Risk,114.2,Low Value,Yes
2788-CJQAQ,13,19.45,270.2,4,Inactive,90.07,Low Value,No
5565-FILXA,16,96.15,1529.2,9,Loyal Customers,1146.9,High Value,Yes
0319-QZTCO,3,58.7,168.6,5,Inactive,70.25,Low Value,No
2120-SMPEX,25,20.15,536.35,4,Inactive,178.78,Medium Value,No
0096-FCPUF,30,64.5,1888.45,8,Loyal Customers,1258.97,High Value,No
0668-OGMHD,21,28.5,629.35,4,Inactive,209.78,Medium Value,No
5552-ZNFSJ,1,45.3,45.3,4,Inactive,15.1,Low Value,Yes
2223-KAGMX,15,19.4,289.3,4,Inactive,96.43,Low Value,Yes
6507-ZJSUR,23,90.45,2117.25,8,Loyal Customers,1411.5,High Value,No
9408-HRXRK,45,105.15,4730.9,11,Champions,4336.66,Premium,No
5593-SUAOO,24,83.15,2033.05,8,Loyal Customers,1355.37,High Value,No
7321-PKUYW,11,90.15,987.95,9,Loyal Customers,740.96,Medium Value,Yes
2833-SLKDQ,1,45.05,45.05,4,Inactive,15.02,Low Value,Yes
6766-HFKLA,56,103.2,5744.35,12,Champions,5744.35,Premium,No
7595-EUIVN,1,75.8,75.8,6,At Risk,37.9,Low Value,Yes
7617-EYGLW,1,19.45,19.45,3,Inactive,4.86,Low Value,No
2026-TGDHM,7,79.3,523.15,6,At Risk,261.58,Medium Value,Yes
9220-ZNKJI,55,88.8,4805.3,9,Loyal Customers,3603.98,Premium,No
4030-VPZBD,2,30.9,59.05,3,Inactive,14.76,Low Value,Yes
2226-ICFDO,72,85.9,6110.75,11,Champions,5601.52,Premium,No
0723-VSOBE,45,34.2,1596.6,5,Inactive,665.25,Medium Value,No
5529-GIBVH,47,20.15,1046.2,5,Inactive,435.92,Medium Value,No
4187-CINZD,46,95.25,4424.2,10,Champions,3686.83,Premium,Yes
9992-UJOEL,2,50.3,92.75,5,Inactive,38.65,Low Value,No
4741-WWJQZ,2,80.15,194.55,6,At Risk,97.28,Low Value,No
6625-UTXEW,12,51.25,612.1,6,At Risk,306.05,Medium Value,No
6818-WOBHJ,68,89.6,6127.6,10,Champions,5106.33,Premium,Yes
6244-BESBM,69,95.2,6671.7,11,Champions,6115.72,Premium,No
1004-NOZNR,56,94.8,5264.3,11,Champions,4825.61,Premium,No
1251-STYSZ,4,80.25,303.7,6,At Risk,151.85,Low Value,No
2612-PHGOX,64,76.1,4818.8,11,Champions,4417.23,Premium,No
2408-TZMJL,59,110.15,6448.05,12,Champions,6448.05,Premium,Yes
8480-PPONV,62,115.55,7159.05,12,Champions,7159.05,Premium,No
8780-IHCRN,63,24.65,1574.5,7,At Risk,918.46,High Value,No
4598-ZADCK,53,53.6,2879.2,8,Loyal Customers,1919.47,High Value,No
1257-SXUXQ,5,19.45,86.05,3,Inactive,21.51,Low Value,No
9681-KYGYB,49,88.2,4159.45,9,Loyal Customers,3119.59,Premium,No
7182-OVLBJ,62,101.15,6638.35,11,Champions,6085.15,Premium,No
5095-ETBRJ,55,56.8,3112.05,8,Loyal Customers,2074.7,High Value,No
7005-CYUIL,71,99.4,7168.25,12,Champions,7168.25,Premium,No
4821-WQOYN,72,20.1,1326.25,6,At Risk,663.12,Medium Value,No
4730-AWNAU,36,60.7,2234.55,8,Loyal Customers,1489.7,High Value,No
3452-FLHYD,25,20.95,495.15,4,Inactive,165.05,Medium Value,No
2388-LAESQ,72,114.85,8317.95,12,Champions,8317.95,Premium,No
9531-NSBMR,36,19.25,679.8,5,Inactive,283.25,Medium Value,No
6260-ONULR,1,62.8,62.8,5,Inactive,26.17,Low Value,No
4389-UEFCZ,72,105.5,7544.0,12,Champions,7544.0,Premium,No
8711-LOBKY,59,19.85,1188.25,6,At Risk,594.12,Medium Value,No
9134-CEQMF,7,89.5,676.7,6,At Risk,338.35,Medium Value,Yes
8985-OOPOS,1,74.1,74.1,7,At Risk,43.22,Low Value,No
8800-ZKRFW,30,107.5,3242.5,11,Champions,2972.29,High Value,No
2616-FLVQC,64,19.55,1240.15,6,At Risk,620.08,Medium Value,No
9968-FFVVH,63,68.8,4111.35,10,Champions,3426.13,Premium,No
3108-PCCGG,72,84.45,5899.85,11,Champions,5408.2,Premium,No
7993-PYKOF,8,75.0,632.95,6,At Risk,316.48,Medium Value,Yes
8390-FESFV,62,84.5,5193.2,11,Champions,4760.43,Premium,No
3022-BEXHZ,67,111.2,7530.8,12,Champions,7530.8,Premium,No
5027-XWQHA,6,44.75,270.95,4,Inactive,90.32,Low Value,Yes
6248-TKCQV,70,80.6,5460.2,11,Champions,5005.18,Premium,No
6729-GDNGC,20,80.7,1614.2,7,At Risk,941.62,High Value,No
6198-ZFIOJ,5,75.6,402.5,6,At Risk,201.25,Medium Value,No
5989-OMNJE,24,57.6,1367.75,7,At Risk,797.85,Medium Value,No
4566-QVRRW,11,44.05,483.7,5,Inactive,201.54,Medium Value,Yes
1291-CUOCY,72,110.6,7962.2,12,Champions,7962.2,Premium,No
9795-SHUHB,66,58.2,3810.8,9,Loyal Customers,2858.1,High Value,No
3230-IUALN,45,81.0,3533.6,10,Champions,2944.67,High Value,No
0042-RLHYP,69,19.7,1396.9,6,At Risk,698.45,Medium Value,No
8519-IMDHU,15,85.6,1345.55,7,At Risk,784.9,Medium Value,Yes
4945-RVMTE,28,59.55,1646.45,6,At Risk,823.22,High Value,No
0201-OAMXR,70,115.55,8127.6,12,Champions,8127.6,Premium,Yes
1866-NXPSP,36,75.55,2680.15,10,Champions,2233.46,High Value,No
3372-KWFBM,16,86.6,1281.0,7,At Risk,747.25,Medium Value,Yes
7831-QGOXH,18,85.2,1553.9,7,At Risk,906.44,High Value,Yes
6393-WRYZE,34,97.65,3207.55,10,Champions,2672.96,High Value,Yes
3941-XTSKM,42,45.1,2049.05,7,At Risk,1195.28,High Value,No
1661-CZBAU,48,70.95,3629.2,9,Loyal Customers,2721.9,High Value,No
6599-RCLCJ,47,109.55,5124.55,11,Champions,4697.5,Premium,Yes
9831-BPFRI,39,89.55,3474.45,9,Loyal Customers,2605.84,High Value,Yes
5158-RIVOP,11,20.9,202.3,4,Inactive,67.43,Low Value,No
9788-YTFGE,7,19.95,147.5,3,Inactive,36.88,Low Value,No
9277-JOOMO,3,24.6,86.35,4,Inactive,28.78,Low Value,No
1907-YLNYW,8,66.7,579.0,6,At Risk,289.5,Medium Value,No
1725-MIMXW,1,19.45,19.45,3,Inactive,4.86,Low Value,Yes
8947-YRTDV,32,94.8,3131.55,10,Champions,2609.63,High Value,No
3161-ONRWK,60,65.85,3928.3,9,Loyal Customers,2946.23,High Value,No
0114-RSRRW,10,19.95,187.75,4,Inactive,62.58,Low Value,No
4565-NLZBV,71,24.65,1710.15,7,At Risk,997.59,High Value,No
0031-PVLZI,4,20.35,76.35,3,Inactive,19.09,Low Value,Yes
7206-GZCDC,1,69.25,69.25,4,Inactive,23.08,Low Value,Yes
6682-VCIXC,43,51.25,2151.6,8,Loyal Customers,1434.4,High Value,No
4791-QRGMF,59,99.5,5961.1,11,Champions,5464.34,Premium,Yes
6475-VHUIZ,23,54.25,1221.55,6,At Risk,610.78,Medium Value,No
3910-MRQOY,72,19.4,1496.45,6,At Risk,748.22,Medium Value,No
0661-WCQNQ,22,56.25,1292.2,6,At Risk,646.1,Medium Value,No
7537-RBWEA,1,25.15,25.15,3,Inactive,6.29,Low Value,No
4656-CAURT,69,23.95,1713.1,7,At Risk,999.31,High Value,No
0121-SNYRK,50,35.4,1748.9,6,At Risk,874.45,High Value,No
1768-ZAIFU,1,25.2,25.2,3,Inactive,6.3,Low Value,Yes
4671-LXRDQ,2,45.0,96.45,4,Inactive,32.15,Low Value,Yes
3733-LSYCE,15,75.35,1114.55,7,At Risk,650.15,Medium Value,No
6265-FRMTQ,31,20.4,609.1,5,Inactive,253.79,Medium Value,No
1934-SJVJK,1,20.15,20.15,3,Inactive,5.04,Low Value,Yes
3838-OZURD,66,105.0,7133.25,12,Champions,7133.25,Premium,Yes
9269-CQOOL,3,54.7,169.45,5,Inactive,70.6,Low Value,Yes
2017-CCBLH,8,20.0,141.6,3,Inactive,35.4,Low Value,No
7690-KPNCU,64,73.05,4688.65,10,Champions,3907.21,Premium,No
0536-BGFMZ,28,20.5,563.05,4,Inactive,187.68,Medium Value,No
2293-IJWPS,57,100.75,5985.0,11,Champions,5486.25,Premium,No
2845-HSJCY,14,87.25,1258.6,8,Loyal Customers,839.07,High Value,Yes
5469-NUJUR,19,19.95,373.5,4,Inactive,124.5,Low Value,No
1184-PJVDB,10,79.95,857.2,7,At Risk,500.03,Medium Value,Yes
2625-TRCZQ,51,49.65,2553.35,7,At Risk,1489.45,High Value,No
4102-HLENU,67,65.65,4322.85,9,Loyal Customers,3242.14,Premium,No
7266-GSSJX,11,20.45,250.8,4,Inactive,83.6,Low Value,No
7722-VJRQD,72,60.95,4549.05,9,Loyal Customers,3411.79,Premium,No
7073-QETQY,66,20.35,1359.5,6,At Risk,679.75,Medium Value,No
9415-DPEWS,18,88.35,1639.3,8,Loyal Customers,1092.87,High Value,Yes
5624-RYAMH,9,19.5,178.85,3,Inactive,44.71,Low Value,No
0196-JTUQI,9,75.2,633.85,6,At Risk,316.92,Medium Value,No
7130-YXBRO,48,111.45,5315.1,11,Champions,4872.18,Premium,No
9272-LSVYH,10,70.15,735.5,5,Inactive,306.46,Medium Value,No
7943-RQCHR,9,94.75,889.9,8,Loyal Customers,593.27,Medium Value,Yes
3793-MMFUH,13,95.05,1290.0,9,Loyal Customers,967.5,High Value,Yes
3249-ZPQRG,4,78.45,330.05,6,At Risk,165.02,Medium Value,Yes
2568-BRGYX,4,70.2,237.95,4,Inactive,79.32,Low Value,Yes
3084-DOWLE,72,92.0,6474.4,12,Champions,6474.4,Premium,No
1084-MNSMJ,51,85.5,4421.95,10,Champions,3684.96,Premium,No
7721-JXEAW,59,41.05,2452.7,8,Loyal Customers,1635.13,High Value,Yes
7249-WBIYX,10,85.6,813.85,7,At Risk,474.75,Medium Value,Yes
4238-HFHSN,61,82.15,4904.85,9,Loyal Customers,3678.64,Premium,No
6250-CGGUN,54,84.4,4484.05,9,Loyal Customers,3363.04,Premium,No
5478-JJVZK,33,60.9,2033.85,8,Loyal Customers,1355.9,High Value,No
7596-IIWYC,27,20.25,538.2,4,Inactive,179.4,Medium Value,No
6567-HOOPW,1,79.2,79.2,6,At Risk,39.6,Low Value,Yes
9793-WECQC,23,95.3,2192.9,9,Loyal Customers,1644.68,High Value,No
4291-HPAXL,1,19.85,19.85,3,Inactive,4.96,Low Value,No
8999-YPYBV,45,84.35,3858.05,10,Champions,3215.04,Premium,No
1839-FBNFR,39,19.85,854.8,5,Inactive,356.17,Medium Value,No
3164-AALRN,5,70.0,347.4,6,At Risk,173.7,Medium Value,Yes
3071-MVJCD,72,82.3,5815.15,11,Champions,5330.55,Premium,No
1697-BCSHV,58,66.8,3970.4,9,Loyal Customers,2977.8,High Value,No
0562-KBDVM,70,44.6,3058.15,9,Loyal Customers,2293.61,High Value,No
1131-SUEKT,61,98.45,6145.2,11,Champions,5633.1,Premium,No
3717-OEAUQ,2,70.7,129.2,5,Inactive,53.83,Low Value,No
4538-WNTMJ,46,24.95,1165.9,6,At Risk,582.95,Medium Value,No
3334-CTHOL,1,49.95,49.95,5,Inactive,20.81,Low Value,Yes
4704-ERYFC,22,69.25,1554.0,5,Inactive,647.5,Medium Value,Yes
9432-RUVSL,48,102.5,4904.25,11,Champions,4495.56,Premium,No
8060-HIWJJ,64,86.55,5632.55,11,Champions,5163.17,Premium,No
7684-XSZIY,72,24.3,1643.25,7,At Risk,958.56,High Value,No
9089-UOWJG,12,58.35,740.55,6,At Risk,370.28,Medium Value,No
8621-MNIHH,34,94.25,3217.55,10,Champions,2681.29,High Value,Yes
8039-ACLPL,72,68.75,4888.2,9,Loyal Customers,3666.15,Premium,No
9885-AIBVB,29,85.8,2440.25,8,Loyal Customers,1626.83,High Value,No
1934-MKPXS,33,20.1,620.55,5,Inactive,258.56,Medium Value,No
2592-YKDIF,1,20.35,20.35,3,Inactive,5.09,Low Value,No
2272-JKMSI,62,110.8,6840.95,12,Champions,6840.95,Premium,No
0471-LVHGK,41,73.0,3001.2,9,Loyal Customers,2250.9,High Value,Yes
9518-RWHZL,64,100.05,6254.2,11,Champions,5733.02,Premium,Yes
8714-CTZJW,4,82.85,319.6,6,At Risk,159.8,Low Value,No
3569-EDBPQ,24,84.35,1938.05,8,Loyal Customers,1292.03,High Value,No
3131-NWVFJ,14,19.55,294.5,4,Inactive,98.17,Low Value,No
7521-YXVZY,3,19.95,58.3,3,Inactive,14.58,Low Value,No
5419-CONWX,4,99.8,442.85,8,Loyal Customers,295.23,Medium Value,Yes
6240-EURKS,18,35.0,553.0,4,Inactive,184.33,Medium Value,Yes
2373-NTKOD,8,66.25,546.45,5,Inactive,227.69,Medium Value,No
1970-KKFWL,35,23.3,797.1,6,At Risk,398.55,Medium Value,No
6960-HVYXR,1,76.0,76.0,6,At Risk,38.0,Low Value,Yes
9337-SRRNI,66,25.3,1673.8,7,At Risk,976.38,High Value,No
0895-UADGO,8,44.55,343.45,5,Inactive,143.1,Low Value,No
5678-VFNEQ,71,104.1,7412.25,12,Champions,7412.25,Premium,No
5977-CKHON,43,92.55,4039.0,10,Champions,3365.83,Premium,No
7024-OHCCK,2,93.85,170.85,8,Loyal Customers,113.9,Low Value,Yes
2692-BUCFV,29,101.45,2948.6,9,Loyal Customers,2211.45,High Value,No
7861-UVUFT,15,84.3,1308.4,7,At Risk,763.23,Medium Value,Yes
1830-GGFNM,65,94.55,6078.75,12,Champions,6078.75,Premium,No
5302-BDJNT,35,95.5,3418.2,10,Champions,2848.5,High Value,No
5223-UZAVK,64,100.3,6603.8,11,Champions,6053.48,Premium,No
4859-ZSRDZ,58,55.5,3166.9,9,Loyal Customers,2375.18,High Value,No
5651-WYIPH,18,49.85,865.75,6,At Risk,432.88,Medium Value,No
9350-VLHMB,67,89.55,6373.1,10,Champions,5310.92,Premium,No
3498-LZGQZ,63,19.15,1177.05,6,At Risk,588.52,Medium Value,No
8785-CJSHH,60,99.8,5985.75,11,Champions,5486.94,Premium,No
5357-TZHPP,9,84.4,732.5,6,At Risk,366.25,Medium Value,Yes
3870-SPZSI,70,113.05,7869.05,12,Champions,7869.05,Premium,No
0680-DFNNY,15,101.1,1504.05,9,Loyal Customers,1128.04,High Value,Yes
7560-QRBXH,48,19.95,936.7,5,Inactive,390.29,Medium Value,No
7077-XJMET,12,74.15,741.4,8,Loyal Customers,494.27,Medium Value,No
8752-GHJFU,71,92.0,6585.2,12,Champions,6585.2,Premium,No
6896-SRVYQ,44,73.85,3122.4,8,Loyal Customers,2081.6,High Value,No
7767-UXAGJ,1,50.45,50.45,5,Inactive,21.02,Low Value,Yes
4652-ODEVH,45,24.45,1088.25,6,At Risk,544.12,Medium Value,No
6510-UPNKS,23,24.8,615.35,5,Inactive,256.4,Medium Value,No
6718-BDGHG,43,64.85,2908.2,8,Loyal Customers,1938.8,High Value,No
9046-DQMTP,35,20.75,739.9,5,Inactive,308.29,Medium Value,No
6439-LAJXL,9,68.95,593.85,6,At Risk,296.92,Medium Value,No
1571-SAVHK,12,99.95,1132.75,9,Loyal Customers,849.56,High Value,Yes
9052-VKDUW,65,109.4,7227.45,12,Champions,7227.45,Premium,No
9546-CQJSU,2,91.4,193.6,8,Loyal Customers,129.07,Low Value,Yes
1666-JZPZT,27,49.0,1291.35,6,At Risk,645.67,Medium Value,No
5777-KJIRB,40,50.25,2023.55,7,At Risk,1180.4,High Value,No
0506-LVNGN,5,75.55,349.65,6,At Risk,174.82,Medium Value,Yes
7677-SJJJK,8,19.9,153.95,3,Inactive,38.49,Low Value,No
2480-EJWYP,58,97.8,5458.8,11,Champions,5003.9,Premium,No
3253-HKOKL,52,100.3,5244.45,10,Champions,4370.38,Premium,No
7055-HNEOJ,3,55.8,154.55,5,Inactive,64.4,Low Value,No
5514-YQENT,41,111.15,4507.15,11,Champions,4131.55,Premium,No
3211-AAPKX,20,98.55,2031.95,9,Loyal Customers,1523.96,High Value,No
8445-DNBAE,1,50.05,50.05,5,Inactive,20.85,Low Value,No
2951-QOQTK,4,80.8,332.45,6,At Risk,166.22,Medium Value,Yes
2958-NHPPS,23,20.85,473.9,4,Inactive,157.97,Low Value,No
6806-YDEUL,6,19.5,106.8,3,Inactive,26.7,Low Value,No
1735-XMJVH,8,19.35,152.6,3,Inactive,38.15,Low Value,No
6890-PFRQX,18,69.5,1199.4,7,At Risk,699.65,Medium Value,No
0222-CNVPT,52,48.8,2555.05,7,At Risk,1490.45,High Value,No
5899-OUVKV,31,94.5,2979.2,10,Champions,2482.67,High Value,No
8681-ICONS,29,20.65,654.85,4,Inactive,218.28,Medium Value,No
1621-YNCJH,36,106.05,3834.4,11,Champions,3514.87,Premium,No
3473-XIIIT,16,100.0,1534.75,9,Loyal Customers,1151.06,High Value,Yes
6362-QHAFM,42,108.3,4586.15,11,Champions,4203.97,Premium,No
7893-IXHRQ,1,20.55,20.55,3,Inactive,5.14,Low Value,Yes
3070-BDOQC,60,99.65,5941.05,11,Champions,5445.96,Premium,No
2952-QAYZF,5,85.3,424.15,7,At Risk,247.42,Medium Value,Yes
6234-PFPXL,22,95.9,2234.95,9,Loyal Customers,1676.21,High Value,No
9824-QCJPK,36,20.0,666.75,5,Inactive,277.81,Medium Value,No
4763-PGDPO,4,70.4,281.0,5,Inactive,117.08,Low Value,Yes
4283-IVYCI,9,64.95,547.8,6,At Risk,273.9,Medium Value,No
1866-OBPNR,1,74.6,74.6,6,At Risk,37.3,Low Value,No
8205-MQUGY,12,49.2,571.15,6,At Risk,285.58,Medium Value,No
8970-ANWXO,23,73.75,1756.6,8,Loyal Customers,1171.07,High Value,No
9480-BQJEI,62,92.3,5731.45,11,Champions,5253.83,Premium,No
5394-SVGJV,37,98.8,3475.55,10,Champions,2896.29,High Value,Yes
6979-TNDEU,8,19.2,156.85,3,Inactive,39.21,Low Value,No
9777-WJJPR,31,88.65,2683.2,9,Loyal Customers,2012.4,High Value,No
9283-LZQOH,13,74.4,896.75,7,At Risk,523.1,Medium Value,Yes
7079-QRCBC,24,98.75,2407.3,9,Loyal Customers,1805.48,High Value,Yes
9495-SKLKD,45,95.95,4456.65,10,Champions,3713.88,Premium,No
6048-UWKAL,69,105.4,6998.95,12,Champions,6998.95,Premium,No
5067-DGXLL,2,20.25,36.8,3,Inactive,9.2,Low Value,No
5469-CTCWN,61,106.0,6547.7,12,Champions,6547.7,Premium,Yes
9851-QXEEQ,41,104.7,4346.4,11,Champions,3984.2,Premium,Yes
6281-FKEWS,44,49.05,2265.0,7,At Risk,1321.25,High Value,No
8898-KASCD,39,35.55,1309.15,6,At Risk,654.58,Medium Value,No
9242-TKFSV,72,65.1,4754.3,10,Champions,3961.92,Premium,No
9290-SHCMB,13,96.85,1235.55,9,Loyal Customers,926.66,High Value,No
0743-HNPFG,51,69.75,3562.5,8,Loyal Customers,2375.0,High Value,No
2277-BKJKN,71,99.2,7213.75,11,Champions,6612.6,Premium,No
9809-IMGCQ,22,96.7,2082.95,9,Loyal Customers,1562.21,High Value,Yes
5208-HFSBT,2,55.05,102.75,5,Inactive,42.81,Low Value,Yes
5035-PGZXH,56,106.8,5914.4,12,Champions,5914.4,Premium,No
8695-WDYEA,1,51.25,51.25,5,Inactive,21.35,Low Value,No
6543-JXSOO,23,57.75,1282.85,7,At Risk,748.33,Medium Value,No
8016-ZMGMO,66,70.85,4738.85,10,Champions,3949.04,Premium,No
8605-ITULD,1,19.55,19.55,3,Inactive,4.89,Low Value,No
3254-YRILK,19,88.2,1775.8,8,Loyal Customers,1183.87,High Value,Yes
6416-YJTTB,11,79.5,795.65,7,At Risk,464.13,Medium Value,No
2667-WYLWJ,8,19.75,145.0,3,Inactive,36.25,Low Value,Yes
4472-VESGY,52,98.15,4993.4,11,Champions,4577.28,Premium,No
3195-TQDZX,3,20.25,61.45,3,Inactive,15.36,Low Value,No
3128-YOVTD,51,79.15,4018.55,8,Loyal Customers,2679.03,High Value,No
0529-ONKER,15,75.65,1146.65,7,At Risk,668.88,Medium Value,Yes
1728-CXQBE,64,94.25,6081.4,11,Champions,5574.62,Premium,No
7041-TXQJH,37,40.2,1478.85,7,At Risk,862.66,High Value,No
5014-GSOUQ,13,19.95,243.65,4,Inactive,81.22,Low Value,No
5724-BIDBU,49,55.35,2633.95,7,At Risk,1536.47,High Value,No
0481-SUMCB,45,102.15,4735.35,10,Champions,3946.13,Premium,No
1769-GRUIK,18,71.1,1247.75,6,At Risk,623.88,Medium Value,No
5240-IJOQT,1,74.7,74.7,6,At Risk,37.35,Low Value,Yes
8819-WFGGJ,68,54.1,3794.5,9,Loyal Customers,2845.88,High Value,No
7427-AUFPY,54,19.65,1008.7,5,Inactive,420.29,Medium Value,No
2811-POVEX,23,88.45,2130.55,8,Loyal Customers,1420.37,High Value,No
1092-GANHU,17,76.65,1313.55,7,At Risk,766.24,Medium Value,Yes
7898-PDWQE,71,80.4,5727.15,11,Champions,5249.89,Premium,No
9972-EWRJS,67,19.25,1372.9,6,At Risk,686.45,Medium Value,No
9314-IJWSQ,14,84.8,1203.9,7,At Risk,702.28,Medium Value,No
0661-XEYAN,1,25.8,25.8,3,Inactive,6.45,Low Value,Yes
5799-JRCZO,63,19.5,1215.1,6,At Risk,607.55,Medium Value,No
1921-KYSAY,41,68.6,2877.05,8,Loyal Customers,1918.03,High Value,No
6198-RTPMF,17,92.6,1579.7,9,Loyal Customers,1184.78,High Value,No
2924-KHUVI,56,100.55,5514.95,11,Champions,5055.37,Premium,No
1925-GMVBW,5,20.55,96.1,3,Inactive,24.02,Low Value,No
7881-EVUAD,2,42.6,72.4,5,Inactive,30.17,Low Value,Yes
6184-DYUOB,3,19.6,55.25,3,Inactive,13.81,Low Value,No
9207-ZPANB,37,67.45,2443.3,9,Loyal Customers,1832.48,High Value,No
5766-XQXMQ,29,68.85,1970.5,7,At Risk,1149.46,High Value,Yes
9327-QSDED,8,43.55,335.4,4,Inactive,111.8,Low Value,No
1656-DRSMG,63,109.85,7002.95,12,Champions,7002.95,Premium,No
3012-VFFMN,7,20.65,158.95,3,Inactive,39.74,Low Value,No
2984-AFWNC,3,95.4,293.15,8,Loyal Customers,195.43,Medium Value,No
0640-YJTPY,72,21.0,1493.75,6,At Risk,746.88,Medium Value,No
8096-LOIST,19,56.2,1093.4,6,At Risk,546.7,Medium Value,No
9764-REAFF,59,18.4,1057.85,6,At Risk,528.92,Medium Value,No
3703-VAVCL,2,90.0,190.05,8,Loyal Customers,126.7,Low Value,Yes
7107-UBYKY,35,25.75,882.55,6,At Risk,441.28,Medium Value,No
4881-GQJTW,14,19.6,300.4,4,Inactive,100.13,Low Value,No
8519-QJGJD,14,75.35,1025.95,7,At Risk,598.47,Medium Value,Yes
7876-DNYAP,69,19.8,1436.95,6,At Risk,718.48,Medium Value,No
7905-NJMXS,7,64.2,475.0,6,At Risk,237.5,Medium Value,No
2882-WDTBA,69,75.75,5388.15,11,Champions,4939.14,Premium,No
2091-GPPIQ,72,78.95,5730.15,11,Champions,5252.64,Premium,No
6326-MTTXK,8,100.85,819.55,8,Loyal Customers,546.37,Medium Value,Yes
5071-FBJFS,4,50.3,217.1,5,Inactive,90.46,Low Value,No
2796-UUZZO,63,80.3,4896.35,9,Loyal Customers,3672.26,Premium,No
2429-AYKKO,72,19.85,1434.1,6,At Risk,717.05,Medium Value,No
9798-OPFEM,46,21.1,937.1,5,Inactive,390.46,Medium Value,No
0330-IVZHA,5,69.95,330.15,4,Inactive,110.05,Low Value,Yes
3794-NFNCH,30,50.0,1474.9,7,At Risk,860.36,High Value,No
5193-QLVZB,63,104.75,6536.5,12,Champions,6536.5,Premium,No
7114-AEOZE,60,19.85,1128.1,6,At Risk,564.05,Medium Value,No
2886-KEFUM,63,107.5,6873.75,12,Champions,6873.75,Premium,Yes
